T-1,T-2,T-3,T-24,T
5656.57344,5324.8608,5691.49056,7249.82292,7315.13664
7315.13664,5656.57344,5324.8608,7993.83816,6927.3072
6927.3072,7315.13664,5656.57344,7699.6926,6851.86128
6851.86128,6927.3072,7315.13664,7262.76096,6546.96
6546.96,6851.86128,6927.3072,6878.67264,5866.07616
5866.07616,6546.96,6851.86128,6886.46664,5639.11488
5639.11488,5866.07616,6546.96,6903.76932,5342.31936
5342.31936,5639.11488,5866.07616,5952.12192,5225.40936
5225.40936,5342.31936,5639.11488,5865.60852,5260.01472
5260.01472,5225.40936,5342.31936,5831.00316,5606.06832
5606.06832,5260.01472,5225.40936,6055.938,5623.371
5623.371,5606.06832,5260.01472,6194.35944,5536.8576
5536.8576,5623.371,5606.06832,5675.27904,5420.10348
5420.10348,5536.8576,5623.371,5761.79244,6439.55868
6439.55868,5420.10348,5536.8576,6779.37708,6694.42248
6694.42248,6439.55868,5420.10348,5793.90372,6303.63132
6303.63132,6694.42248,6439.55868,5827.88556,4927.3668
4927.3668,6303.63132,6694.42248,5759.92188,4308.36732
4308.36732,4927.3668,6303.63132,5726.40768,4155.13728
4155.13728,4308.36732,4927.3668,5604.19776,5656.57344
5656.57344,4155.13728,4308.36732,5726.40768,5656.57344
5656.57344,5656.57344,4155.13728,5691.49056,3805.96608
3805.96608,5656.57344,5656.57344,5324.8608,5639.11488
5639.11488,3805.96608,5656.57344,5656.57344,5656.57344
5656.57344,5639.11488,3805.96608,7315.13664,6215.24736
6215.24736,5656.57344,5639.11488,6927.3072,5831.15904
5831.15904,6215.24736,5656.57344,6851.86128,6218.67672
6218.67672,5831.15904,6215.24736,6546.96,5827.88556
5827.88556,6218.67672,5831.15904,5866.07616,5488.06716
5488.06716,5827.88556,6218.67672,5639.11488,5311.92276
5311.92276,5488.06716,5827.88556,5342.31936,5086.98792
5086.98792,5311.92276,5488.06716,5225.40936,5062.9824
5062.9824,5086.98792,5311.92276,5260.01472,4808.74212
4808.74212,5062.9824,5086.98792,5606.06832,4614.98328
4614.98328,4808.74212,5062.9824,5623.371,4315.5378
4315.5378,4614.98328,4808.74212,5536.8576,4474.06776
4474.06776,4315.5378,4614.98328,5420.10348,4801.104
4801.104,4474.06776,4315.5378,6439.55868,5342.31936
5342.31936,4801.104,4474.06776,6694.42248,5813.70048
5813.70048,5342.31936,4801.104,6303.63132,5725.94004
5725.94004,5813.70048,5342.31936,4927.3668,5199.22152
5199.22152,5725.94004,5813.70048,4308.36732,5841.75888
5841.75888,5199.22152,5725.94004,4155.13728,5993.27424
5993.27424,5841.75888,5199.22152,5656.57344,6262.63488
6262.63488,5993.27424,5841.75888,5656.57344,5976.4392
5976.4392,6262.63488,5993.27424,3805.96608,5759.92188
5759.92188,5976.4392,6262.63488,5639.11488,5349.8016
5349.8016,5759.92188,5976.4392,5656.57344,5538.4164
5538.4164,5349.8016,5759.92188,6215.24736,5761.3248
5761.3248,5538.4164,5349.8016,5831.15904,7373.74752
7373.74752,5761.3248,5538.4164,6218.67672,7577.95032
7577.95032,7373.74752,5761.3248,5827.88556,7238.13192
7238.13192,7577.95032,7373.74752,5488.06716,6881.3226
6881.3226,7238.13192,7577.95032,5311.92276,6541.5042
6541.5042,6881.3226,7238.13192,5086.98792,5606.06832
5606.06832,6541.5042,6881.3226,5062.9824,5381.13348
5381.13348,5606.06832,6541.5042,4808.74212,5185.19232
5185.19232,5381.13348,5606.06832,4614.98328,4949.65764
4949.65764,5185.19232,5381.13348,4315.5378,4914.42876
4914.42876,4949.65764,5185.19232,4474.06776,4965.86916
4965.86916,4914.42876,4949.65764,4801.104,5208.10668
5208.10668,4965.86916,4914.42876,5342.31936,6001.38
6001.38,5208.10668,4965.86916,5813.70048,6936.03648
6936.03648,6001.38,5208.10668,5725.94004,7070.7168
7070.7168,6936.03648,6001.38,5199.22152,6771.73896
6771.73896,7070.7168,6936.03648,5841.75888,6204.64752
6204.64752,6771.73896,7070.7168,5993.27424,6144.7896
6144.7896,6204.64752,6771.73896,6262.63488,6178.45968
6178.45968,6144.7896,6204.64752,5976.4392,6018.5268
6018.5268,6178.45968,6144.7896,5759.92188,5932.7928
5932.7928,6018.5268,6178.45968,5349.8016,5812.7652
5812.7652,5932.7928,6018.5268,5538.4164,6320.62224
6320.62224,5812.7652,5932.7928,5761.3248,7509.98664
7509.98664,6320.62224,5812.7652,7373.74752,7929.30384
7929.30384,7509.98664,6320.62224,7577.95032,8325.5508
8325.5508,7929.30384,7509.98664,7238.13192,8384.7852
8384.7852,8325.5508,7929.30384,6881.3226,7373.124
7373.124,8384.7852,8325.5508,6541.5042,6618.6648
6618.6648,7373.124,8384.7852,5606.06832,5900.99328
5900.99328,6618.6648,7373.124,5381.13348,5604.19776
5604.19776,5900.99328,6618.6648,5185.19232,5349.8016
5349.8016,5604.19776,5900.99328,4949.65764,6652.9584
6652.9584,5349.8016,5604.19776,4914.42876,5255.02656
5255.02656,6652.9584,5349.8016,4965.86916,5412.1536
5412.1536,5255.02656,6652.9584,5208.10668,5949.9396
5949.9396,5412.1536,5255.02656,6001.38,7187.15916
7187.15916,5949.9396,5412.1536,6936.03648,7883.78688
7883.78688,7187.15916,5949.9396,7070.7168,7136.1864
7136.1864,7883.78688,7187.15916,6771.73896,6618.6648
6618.6648,7136.1864,7883.78688,6204.64752,6721.5456
6721.5456,6618.6648,7136.1864,6144.7896,6678.83448
6678.83448,6721.5456,6618.6648,6178.45968,6337.61316
6337.61316,6678.83448,6721.5456,6018.5268,6532.9308
6532.9308,6337.61316,6678.83448,5932.7928,6635.8116
6635.8116,6532.9308,6337.61316,5812.7652,6436.59696
6436.59696,6635.8116,6532.9308,6320.62224,5156.19864
5156.19864,6436.59696,6635.8116,7509.98664,8083.31328
8083.31328,5156.19864,6436.59696,7929.30384,8599.43196
8599.43196,8083.31328,5156.19864,8325.5508,8599.43196
8599.43196,8599.43196,8083.31328,8384.7852,8339.89176
8339.89176,8599.43196,8599.43196,7373.124,7943.6448
7943.6448,8339.89176,8599.43196,6618.6648,7450.90812
7450.90812,7943.6448,8339.89176,5900.99328,6605.415
6605.415,7450.90812,7943.6448,5604.19776,5704.27272
5704.27272,6605.415,7450.90812,5349.8016,5544.33984
5544.33984,5704.27272,6605.415,6652.9584,5633.19144
5633.19144,5544.33984,5704.27272,5255.02656,5671.84968
5671.84968,5633.19144,5544.33984,5412.1536,5830.37964
5830.37964,5671.84968,5633.19144,5949.9396,6411.65616
6411.65616,5830.37964,5671.84968,7187.15916,7734.14208
7734.14208,6411.65616,5830.37964,7883.78688,5250.19428
5250.19428,7734.14208,6411.65616,7136.1864,6550.0776
6550.0776,5250.19428,7734.14208,6618.6648,6635.8116
6635.8116,6550.0776,5250.19428,6721.5456,6824.4264
6824.4264,6635.8116,6550.0776,6678.83448,6824.4264
6824.4264,6824.4264,6635.8116,6337.61316,6601.518
6601.518,6824.4264,6824.4264,6532.9308,5881.3524
5881.3524,6601.518,6824.4264,6635.8116,6567.2244
6567.2244,5881.3524,6601.518,6436.59696,6378.6096
6378.6096,6567.2244,5881.3524,5156.19864,6575.0184
6575.0184,6378.6096,6567.2244,8083.31328,7526.6658
7526.6658,6575.0184,6378.6096,8599.43196,7818.9408
7818.9408,7526.6658,6575.0184,8599.43196,8080.35156
8080.35156,7818.9408,7526.6658,8339.89176,7907.32476
7907.32476,8080.35156,7818.9408,7943.6448,7577.01504
7577.01504,7907.32476,8080.35156,7450.90812,7192.92672
7192.92672,7577.01504,7907.32476,6605.415,6756.46272
6756.46272,7192.92672,7577.01504,5704.27272,6250.16448
6250.16448,6756.46272,7192.92672,5544.33984,5900.8374
5900.8374,6250.16448,6756.46272,5633.19144,5830.37964
5830.37964,5900.8374,6250.16448,5671.84968,5900.8374
5900.8374,5830.37964,5900.8374,5830.37964,5971.29516
5971.29516,5900.8374,5830.37964,6411.65616,6059.36736
6059.36736,5971.29516,5900.8374,7734.14208,7578.8856
7578.8856,6059.36736,5971.29516,5250.19428,7098.7752
7098.7752,7578.8856,6059.36736,6550.0776,5892.264
5892.264,7098.7752,7578.8856,6635.8116,6490.53144
6490.53144,5892.264,7098.7752,6824.4264,6456.5496
6456.5496,6490.53144,5892.264,6824.4264,5369.13072
5369.13072,6456.5496,6490.53144,6601.518,5131.25784
5131.25784,5369.13072,6456.5496,5881.3524,5058.306
5058.306,5131.25784,5369.13072,6567.2244,5058.306
5058.306,5058.306,5131.25784,6378.6096,6354.60408
6354.60408,5058.306,5058.306,6575.0184,6966.2772
6966.2772,6354.60408,5058.306,7526.6658,7781.84136
7781.84136,6966.2772,6354.60408,7818.9408,8518.53024
8518.53024,7781.84136,6966.2772,8080.35156,8501.6952
8501.6952,8518.53024,7781.84136,7907.32476,8325.5508
8325.5508,8501.6952,8518.53024,7577.01504,7665.08724
7665.08724,8325.5508,8501.6952,7192.92672,7227.84384
7227.84384,7665.08724,8325.5508,6756.46272,6808.8384
6808.8384,7227.84384,7665.08724,6250.16448,6217.89732
6217.89732,6808.8384,7227.84384,5900.8374,5813.70048
5813.70048,6217.89732,6808.8384,5830.37964,5513.31972
5513.31972,5813.70048,6217.89732,5900.8374,5460.4764
5460.4764,5513.31972,5813.70048,5971.29516,5654.23524
5654.23524,5460.4764,5513.31972,6059.36736,6446.88504
6446.88504,5654.23524,5460.4764,7578.8856,7315.13664
7315.13664,6446.88504,5654.23524,7098.7752,7646.84928
7646.84928,7315.13664,6446.88504,5892.264,6762.38616
6762.38616,7646.84928,7315.13664,6490.53144,6728.40432
6728.40432,6762.38616,7646.84928,6456.5496,6558.49512
6558.49512,6728.40432,6762.38616,5369.13072,5229.774
5229.774,6558.49512,6728.40432,5131.25784,5058.306
5058.306,5229.774,6558.49512,5058.306,5125.80204
5125.80204,5058.306,5229.774,5058.306,5104.2906
5104.2906,5125.80204,5058.306,6354.60408,4259.88864
4259.88864,5104.2906,5125.80204,6966.2772,3581.65476
3581.65476,4259.88864,5104.2906,7781.84136,4818.2508
4818.2508,3581.65476,4259.88864,8518.53024,3532.2408
3532.2408,4818.2508,3581.65476,8501.6952,8573.4
8573.4,3532.2408,4818.2508,8325.5508,8053.69608
8053.69608,8573.4,3532.2408,7665.08724,7664.6196
7664.6196,8053.69608,8573.4,7227.84384,6995.8944
6995.8944,7664.6196,8053.69608,6808.8384,6481.4904
6481.4904,6995.8944,7664.6196,6217.89732,6110.496
6110.496,6481.4904,6995.8944,5813.70048,5796.24192
5796.24192,6110.496,6481.4904,5513.31972,5516.90496
5516.90496,5796.24192,6110.496,5460.4764,5401.242
5401.242,5516.90496,5796.24192,5654.23524,5572.71
5572.71,5401.242,5516.90496,6446.88504,6344.316
6344.316,5572.71,5401.242,7315.13664,7525.26288
7525.26288,6344.316,5572.71,7646.84928,7323.2424
7323.2424,7525.26288,6344.316,6762.38616,8053.69608
8053.69608,7323.2424,7525.26288,6728.40432,8087.67792
8087.67792,8053.69608,7323.2424,6558.49512,5165.23968
5165.23968,8087.67792,8053.69608,5229.774,5281.2144
5281.2144,5165.23968,8087.67792,5058.306,5161.1868
5161.1868,5281.2144,5165.23968,5125.80204,5377.23648
5377.23648,5161.1868,5281.2144,5104.2906,5255.02656
5255.02656,5377.23648,5161.1868,4259.88864,5324.8608
5324.8608,5255.02656,5377.23648,3581.65476,7197.91488
7197.91488,5324.8608,5255.02656,4818.2508,8357.19444
8357.19444,7197.91488,5324.8608,3532.2408,8668.64268
8668.64268,8357.19444,7197.91488,8573.4,8607.6936
8607.6936,8668.64268,8357.19444,8053.69608,8281.9044
8281.9044,8607.6936,8668.64268,7664.6196,7595.87652
7595.87652,8281.9044,8607.6936,6995.8944,7221.9204
7221.9204,7595.87652,8281.9044,6481.4904,6482.11392
6482.11392,7221.9204,7595.87652,6110.496,5953.36896
5953.36896,6482.11392,7221.9204,5796.24192,5761.3248
5761.3248,5953.36896,6482.11392,5516.90496,5830.37964
5830.37964,5761.3248,5953.36896,5401.242,5615.42112
5615.42112,5830.37964,5761.3248,5572.71,5830.37964
5830.37964,5615.42112,5830.37964,6344.316,6162.87168
6162.87168,5830.37964,5615.42112,7525.26288,7028.16156
7028.16156,6162.87168,5830.37964,7323.2424,7227.84384
7227.84384,7028.16156,6162.87168,8053.69608,6961.6008
6961.6008,7227.84384,7028.16156,8087.67792,6910.1604
6910.1604,6961.6008,7227.84384,5165.23968,8325.5508
8325.5508,6910.1604,6961.6008,5281.2144,6813.35892
6813.35892,8325.5508,6910.1604,5161.1868,8401.932
8401.932,6813.35892,8325.5508,5377.23648,8487.666
8487.666,8401.932,6813.35892,5255.02656,8487.666
8487.666,8487.666,8401.932,5324.8608,6550.0776
6550.0776,8487.666,8487.666,7197.91488,6473.54052
6473.54052,6550.0776,8487.666,8357.19444,6515.784
6515.784,6473.54052,6550.0776,8668.64268,8436.2256
8436.2256,6515.784,6473.54052,8607.6936,8547.52392
8547.52392,8436.2256,6515.784,8281.9044,7976.53548
7976.53548,8547.52392,8436.2256,7595.87652,8624.52864
8624.52864,7976.53548,8547.52392,7221.9204,7210.38528
7210.38528,8624.52864,7976.53548,6482.11392,6826.29696
6826.29696,7210.38528,8624.52864,5953.36896,6197.7888
6197.7888,6826.29696,7210.38528,5761.3248,5936.06628
5936.06628,6197.7888,6826.29696,5830.37964,5846.43528
5846.43528,5936.06628,6197.7888,5615.42112,6023.2032
6023.2032,5846.43528,5936.06628,5830.37964,5988.59784
5988.59784,6023.2032,5846.43528,6162.87168,6459.6672
6459.6672,5988.59784,6023.2032,7028.16156,7769.0592
7769.0592,6459.6672,5988.59784,7227.84384,7645.914
7645.914,7769.0592,6459.6672,6961.6008,7543.96848
7543.96848,7645.914,7769.0592,6910.1604,6745.39524
6745.39524,7543.96848,7645.914,8325.5508,6813.35892
6813.35892,6745.39524,7543.96848,6813.35892,5555.5632
5555.5632,6813.35892,6745.39524,8401.932,5471.07624
5471.07624,5555.5632,6813.35892,8487.666,5384.0952
5384.0952,5471.07624,5555.5632,8487.666,5571.46296
5571.46296,5384.0952,5471.07624,6550.0776,5190.804
5190.804,5571.46296,5384.0952,6473.54052,6995.8944
6995.8944,5190.804,5571.46296,6515.784,7647.4728
7647.4728,6995.8944,5190.804,8436.2256,8196.1704
8196.1704,7647.4728,6995.8944,8547.52392,7943.6448
7943.6448,8196.1704,7647.4728,7976.53548,7908.72768
7908.72768,7943.6448,8196.1704,8624.52864,7594.4736
7594.4736,7908.72768,7943.6448,7210.38528,7646.84928
7646.84928,7594.4736,7908.72768,6826.29696,5988.9096
5988.9096,7646.84928,7594.4736,6197.7888,5636.6208
5636.6208,5988.9096,7646.84928,5936.06628,5390.01864
5390.01864,5636.6208,5988.9096,5846.43528,5231.48868
5231.48868,5390.01864,5636.6208,6023.2032,5460.4764
5460.4764,5231.48868,5390.01864,5988.59784,5566.16304
5566.16304,5460.4764,5231.48868,6459.6672,5727.18708
5727.18708,5566.16304,5460.4764,7769.0592,6332.78088
6332.78088,5727.18708,5566.16304,7645.914,6498.6372
6498.6372,6332.78088,5727.18708,7543.96848,6841.5732
6841.5732,6498.6372,6332.78088,6745.39524,6772.986
6772.986,6841.5732,6498.6372,6813.35892,6481.4904
6481.4904,6772.986,6841.5732,5555.5632,6464.3436
6464.3436,6481.4904,6772.986,5471.07624,6252.65856
6252.65856,6464.3436,6481.4904,5384.0952,6218.67672
6218.67672,6252.65856,6464.3436,5571.46296,5997.79476
5997.79476,6218.67672,6252.65856,5190.804,6048.76752
6048.76752,5997.79476,6218.67672,6995.8944,6048.76752
6048.76752,6048.76752,5997.79476,7647.4728,7574.2092
7574.2092,6048.76752,6048.76752,8196.1704,8049.79908
8049.79908,7574.2092,6048.76752,7943.6448,8208.32904
8208.32904,8049.79908,7574.2092,7908.72768,7996.95576
7996.95576,8208.32904,8049.79908,7594.4736,7627.05252
7627.05252,7996.95576,8208.32904,7646.84928,6781.5594
6781.5594,7627.05252,7996.95576,5988.9096,5830.37964
5830.37964,6781.5594,7627.05252,5636.6208,5597.6508
5597.6508,5830.37964,6781.5594,5390.01864,5491.02888
5491.02888,5597.6508,5830.37964,5231.48868,5366.63664
5366.63664,5491.02888,5597.6508,5460.4764,5548.5486
5548.5486,5366.63664,5491.02888,5566.16304,5795.15076
5795.15076,5548.5486,5366.63664,5727.18708,6430.05
6430.05,5795.15076,5548.5486,6332.78088,7407.4176
7407.4176,6430.05,5795.15076,6498.6372,7218.8028
7218.8028,7407.4176,6430.05,6841.5732,6550.0776
6550.0776,7218.8028,7407.4176,6772.986,5264.0676
5264.0676,6550.0776,7218.8028,6481.4904,4504.30848
4504.30848,5264.0676,6550.0776,6464.3436,6094.908
6094.908,4504.30848,5264.0676,6252.65856,6148.6866
6148.6866,6094.908,4504.30848,6218.67672,5115.35808
5115.35808,6148.6866,6094.908,5997.79476,3613.92192
3613.92192,5115.35808,6148.6866,6048.76752,5516.90496
5516.90496,3613.92192,5115.35808,6048.76752,5289.94368
5289.94368,5516.90496,3613.92192,7574.2092,8461.01052
8461.01052,5289.94368,5516.90496,8049.79908,8744.868
8744.868,8461.01052,5289.94368,8208.32904,8754.37668
8754.37668,8744.868,8461.01052,7996.95576,7803.97632
7803.97632,8754.37668,8744.868,7627.05252,8153.14752
8153.14752,7803.97632,8754.37668,6781.5594,7070.7168
7070.7168,8153.14752,7803.97632,5830.37964,6127.95456
6127.95456,7070.7168,8153.14752,5597.6508,5377.23648
5377.23648,6127.95456,7070.7168,5491.02888,5255.02656
5255.02656,5377.23648,6127.95456,5366.63664,5377.23648
5377.23648,5255.02656,5377.23648,5548.5486,5412.1536
5412.1536,5377.23648,5255.02656,5795.15076,5464.52928
5464.52928,5412.1536,5377.23648,6430.05,6127.95456
6127.95456,5464.52928,5412.1536,7407.4176,7454.80512
7454.80512,6127.95456,5464.52928,7218.8028,7051.2318
7051.2318,7454.80512,6127.95456,6550.0776,6313.14
6313.14,7051.2318,7454.80512,5264.0676,6481.4904
6481.4904,6313.14,7051.2318,4504.30848,5386.12164
5386.12164,6481.4904,6313.14,6094.908,5332.6548
5332.6548,5386.12164,6481.4904,6148.6866,5212.6272
5212.6272,5332.6548,5386.12164,5115.35808,3466.14768
3466.14768,5212.6272,5332.6548,3613.92192,5182.2306
5182.2306,3466.14768,5212.6272,5516.90496,6835.02624
6835.02624,5182.2306,3466.14768,5289.94368,7733.2068
7733.2068,6835.02624,5182.2306,8461.01052,8841.66948
8841.66948,7733.2068,6835.02624,8744.868,8807.06412
8807.06412,8841.66948,7733.2068,8754.37668,8484.86016
8484.86016,8807.06412,8841.66948,7803.97632,8135.68896
8135.68896,8484.86016,8807.06412,8153.14752,7158.0096
7158.0096,8135.68896,8484.86016,7070.7168,6337.45728
6337.45728,7158.0096,8135.68896,6127.95456,5883.53472
5883.53472,6337.45728,7158.0096,5377.23648,5569.28064
5569.28064,5883.53472,6337.45728,5255.02656,5481.98784
5481.98784,5569.28064,5883.53472,5377.23648,5691.49056
5691.49056,5481.98784,5569.28064,5412.1536,5918.45184
5918.45184,5691.49056,5481.98784,5464.52928,6581.87712
6581.87712,5918.45184,5691.49056,6127.95456,4451.9328
4451.9328,6581.87712,5918.45184,7454.80512,7509.98664
7509.98664,4451.9328,6581.87712,7051.2318,6851.86128
6851.86128,7509.98664,4451.9328,6313.14,6801.35616
6801.35616,6851.86128,7509.98664,6481.4904,6847.34076
6847.34076,6801.35616,6851.86128,5386.12164,6830.34984
6830.34984,6847.34076,6801.35616,5332.6548,6694.42248
6694.42248,6830.34984,6847.34076,5212.6272,6252.65856
6252.65856,6694.42248,6830.34984,3466.14768,6286.6404
6286.6404,6252.65856,6694.42248,5182.2306,5199.22152
5199.22152,6286.6404,6252.65856,6835.02624,6414.15024
6414.15024,5199.22152,6286.6404,7733.2068,7441.7112
7441.7112,6414.15024,5199.22152,8841.66948,7070.7168
7070.7168,7441.7112,6414.15024,8807.06412,8131.32432
8131.32432,7070.7168,7441.7112,8484.86016,7922.601
7922.601,8131.32432,7070.7168,8135.68896,7492.99572
7492.99572,7922.601,8131.32432,7158.0096,7098.7752
7098.7752,7492.99572,7922.601,6337.45728,6263.57016
6263.57016,7098.7752,7492.99572,5883.53472,5761.3248
5761.3248,6263.57016,7098.7752,5569.28064,5778.78336
5778.78336,5761.3248,6263.57016,5481.98784,5601.39192
5601.39192,5778.78336,5761.3248,5691.49056,5478.09084
5478.09084,5601.39192,5778.78336,5918.45184,5272.48512
5272.48512,5478.09084,5601.39192,6581.87712,5394.69504
5394.69504,5272.48512,5478.09084,4451.9328,5831.15904
5831.15904,5394.69504,5272.48512,7509.98664,6796.368
6796.368,5831.15904,5394.69504,6851.86128,7187.15916
7187.15916,6796.368,5831.15904,6801.35616,6966.2772
6966.2772,7187.15916,6796.368,6847.34076,6721.5456
6721.5456,6966.2772,7187.15916,6830.34984,6490.53144
6490.53144,6721.5456,6966.2772,6694.42248,6601.518
6601.518,6490.53144,6721.5456,6252.65856,5486.976
5486.976,6601.518,6490.53144,6286.6404,6490.53144
6490.53144,5486.976,6601.518,5199.22152,5727.0312
5727.0312,6490.53144,5486.976,6414.15024,6490.53144
6490.53144,5727.0312,6490.53144,7441.7112,6439.55868
6439.55868,6490.53144,5727.0312,7070.7168,7508.42784
7508.42784,6439.55868,6490.53144,8131.32432,8198.66448
8198.66448,7508.42784,6439.55868,7922.601,8189.62344
8189.62344,8198.66448,7508.42784,7492.99572,8230.464
8230.464,8189.62344,8198.66448,7098.7752,7870.3812
7870.3812,8230.464,8189.62344,6263.57016,7509.36312
7509.36312,7870.3812,8230.464,5761.3248,6523.11036
6523.11036,7509.36312,7870.3812,5778.78336,5953.36896
5953.36896,6523.11036,7509.36312,5601.39192,5671.84968
5671.84968,5953.36896,6523.11036,5478.09084,5548.5486
5548.5486,5671.84968,5953.36896,5272.48512,5671.84968
5671.84968,5548.5486,5671.84968,5394.69504,5848.6176
5848.6176,5671.84968,5548.5486,5831.15904,6459.6672
6459.6672,5848.6176,5671.84968,6796.368,6826.29696
6826.29696,6459.6672,5848.6176,7187.15916,6878.67264
6878.67264,6826.29696,6459.6672,6966.2772,6581.87712
6581.87712,6878.67264,6826.29696,6721.5456,5657.97636
5657.97636,6581.87712,6878.67264,6490.53144,6507.52236
6507.52236,5657.97636,6581.87712,6601.518,6354.60408
6354.60408,6507.52236,5657.97636,5486.976,6388.58592
6388.58592,6354.60408,6507.52236,6490.53144,6014.78568
6014.78568,6388.58592,6354.60408,5727.0312,6116.7312
6116.7312,6014.78568,6388.58592,6490.53144,6031.7766
6031.7766,6116.7312,6014.78568,6439.55868,6099.74028
6099.74028,6031.7766,6116.7312,7508.42784,7340.07744
7340.07744,6099.74028,6031.7766,8198.66448,7917.76872
7917.76872,7340.07744,6099.74028,8189.62344,8019.71424
8019.71424,7917.76872,7340.07744,8230.464,7815.8232
7815.8232,8019.71424,7917.76872,7870.3812,6711.4134
6711.4134,7815.8232,8019.71424,7509.36312,6371.595
6371.595,6711.4134,7815.8232,6523.11036,6550.0776
6550.0776,6371.595,6711.4134,5953.36896,5984.2332
5984.2332,6550.0776,6371.595,5671.84968,5761.79244
5761.79244,5984.2332,6550.0776,5548.5486,5675.27904
5675.27904,5761.79244,5984.2332,5671.84968,5656.57344
5656.57344,5675.27904,5761.79244,5848.6176,5604.19776
5604.19776,5656.57344,5675.27904,6459.6672,5915.646
5915.646,5604.19776,5656.57344,6826.29696,7390.2708
7390.2708,5915.646,5604.19776,6878.67264,7071.96384
7071.96384,7390.2708,5915.646,6581.87712,6538.23072
6538.23072,7071.96384,7390.2708,5657.97636,6464.65536
6464.65536,6538.23072,7071.96384,6507.52236,6767.68608
6767.68608,6464.65536,6538.23072,6354.60408,5471.388
5471.388,6767.68608,6464.65536,6388.58592,5709.8844
5709.8844,5471.388,6767.68608,6014.78568,5536.8576
5536.8576,5709.8844,5471.388,6116.7312,5536.8576
5536.8576,5536.8576,5709.8844,6031.7766,5069.68524
5069.68524,5536.8576,5536.8576,6099.74028,4913.96112
4913.96112,5069.68524,5536.8576,7340.07744,7098.7752
7098.7752,4913.96112,5069.68524,7917.76872,8213.3172
8213.3172,7098.7752,4913.96112,8019.71424,8299.0512
8299.0512,8213.3172,7098.7752,7815.8232,8058.996
8058.996,8299.0512,8213.3172,6711.4134,7716.06
7716.06,8058.996,8299.0512,6371.595,6652.9584
6652.9584,7716.06,8058.996,6550.0776,6207.1416
6207.1416,6652.9584,7716.06,5984.2332,5847.99408
5847.99408,6207.1416,6652.9584,5761.79244,5425.24752
5425.24752,5847.99408,6207.1416,5675.27904,5337.17532
5337.17532,5425.24752,5847.99408,5656.57344,5390.01864
5390.01864,5337.17532,5425.24752,5604.19776,5583.77748
5583.77748,5390.01864,5337.17532,5915.646,6180.33024
6180.33024,5583.77748,5390.01864,7390.2708,6292.8756
6292.8756,6180.33024,5583.77748,7071.96384,6575.48604
6575.48604,6292.8756,6180.33024,6538.23072,6633.00576
6633.00576,6575.48604,6292.8756,6464.65536,6750.85104
6750.85104,6633.00576,6575.48604,6767.68608,6565.6656
6565.6656,6750.85104,6633.00576,5471.388,6252.65856
6252.65856,6565.6656,6750.85104,5709.8844,6150.71304
6150.71304,6252.65856,6565.6656,5536.8576,6065.75844
6065.75844,6150.71304,6252.65856,5536.8576,6133.72212
6133.72212,6065.75844,6150.71304,5069.68524,6031.7766
6031.7766,6133.72212,6065.75844,4913.96112,5369.13072
5369.13072,6031.7766,6133.72212,7098.7752,7102.20456
7102.20456,5369.13072,6031.7766,8213.3172,7201.656
7201.656,7102.20456,5369.13072,8299.0512,7510.2984
7510.2984,7201.656,7102.20456,8058.996,8054.4304
8054.4304,7510.2984,7201.656,7716.06,5028.06528
5028.06528,8054.4304,7510.2984,6652.9584,6686.62848
6686.62848,5028.06528,8054.4304,6207.1416,6005.74464
6005.74464,6686.62848,5028.06528,5847.99408,5534.36352
5534.36352,6005.74464,6686.62848,5425.24752,5301.94644
5301.94644,5534.36352,6005.74464,5337.17532,5178.64536
5178.64536,5301.94644,5534.36352,5390.01864,5301.94644
5301.94644,5178.64536,5301.94644,5583.77748,5513.31972
5513.31972,5301.94644,5178.64536,6180.33024,5597.6508
5597.6508,5513.31972,5301.94644,6292.8756,6656.8554
6656.8554,5597.6508,5513.31972,6575.48604,6279.46992
6279.46992,6656.8554,5597.6508,6633.00576,6060.6144
6060.6144,6279.46992,6656.8554,6750.85104,6581.87712
6581.87712,6060.6144,6279.46992,6565.6656,6507.2106
6507.2106,6581.87712,6060.6144,6252.65856,6614.7678
6614.7678,6507.2106,6581.87712,6150.71304,6632.694
6632.694,6614.7678,6507.2106,6065.75844,6184.07136
6184.07136,6632.694,6614.7678,6133.72212,6075.57888
6075.57888,6184.07136,6632.694,6031.7766,5967.0864
5967.0864,6075.57888,6184.07136,5369.13072,6127.95456
6127.95456,5967.0864,6075.57888,7102.20456,7441.08768
7441.08768,6127.95456,5967.0864,7201.656,8115.8922
8115.8922,7441.08768,6127.95456,7510.2984,7390.2708
7390.2708,8115.8922,7441.08768,8054.4304,6546.96
6546.96,7390.2708,8115.8922,5028.06528,6677.43156
6677.43156,6546.96,7390.2708,6686.62848,6422.56776
6422.56776,6677.43156,6546.96,6005.74464,5518.152
5518.152,6422.56776,6677.43156,5534.36352,5534.36352
5534.36352,5518.152,6422.56776,5301.94644,5220.10944
5220.10944,5534.36352,5518.152,5178.64536,4905.85536
4905.85536,5220.10944,5534.36352,5301.94644,4958.23104
4958.23104,4905.85536,5220.10944,5513.31972,5150.2752
5150.2752,4958.23104,4905.85536,5597.6508,5335.14888
5335.14888,5150.2752,4958.23104,6656.8554,6116.7312
6116.7312,5335.14888,5150.2752,6279.46992,5854.38516
5854.38516,6116.7312,5335.14888,6060.6144,6320.62224
6320.62224,5854.38516,6116.7312,6581.87712,6422.56776
